RedFighter,BlueFighter,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsBySubmission,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsBySubmission,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,Finish,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedWinsByDecision,RedWinsByKOTKO,BlueWinsByDecision,BlueWinsByKOTKO,RedUFC_Debut,BlueUFC_Debut,RedDaysSinceLastFight,BlueDaysSinceLastFight,RedCurrELO,BlueCurrELO,ExpectedValueDiff,CurrentLoseStreakDiff,CurrentWinStreakDiff,DrawsDiff,AvgSigStrLandedDiff,AvgSubAttDiff,AvgTDLandedDiff,LossesDiff,TotalRoundsFoughtDiff,TotalTitleBoutsDiff,WinsBySubmissionDiff,WinsDiff,HeightCmsDiff,ReachCmsDiff,WeightLbsDiff,AgeDiff,WinsByDecisionDiff,WinsByKOTKODiff,UFC_DebutDiff,DaysSinceLastFightDiff,CurrELODiff
Nate Landwehr,Darren Elkins,0.3703981150352967,0.6296018849647034,2020-05-16,"Jacksonville, Florida, USA",USA,1,0,Featherweight,MALE,3,4,0,0,5.436843564356435,0.052696078431372556,0.20250388349514564,0.3193158653846154,0.08009047619047618,8,54,0,0,14,Orthodox,177.8,180.34,145,0,1,0,13.5,0.0,0.0,0.0,0.0,1,1,0,0,1,Orthodox,175.26,182.88,145,31,36,DEC,3.0,5:00,900.0,0,0,0,0,0,0,112,308,1484.0,1576.1589006824943,-0.2592037699294067,-4,1,0,8.063156435643565,-0.20250388349514564,-0.3193158653846154,-7,-53,0,0,-13,-2.5400000000000205,2.539999999999992,0,-5,0,0,0,-196,-92.15890068249428
Cortney Casey,Mara Romero Borella,0.48878965673069247,0.5112103432693076,2020-05-16,"Jacksonville, Florida, USA",USA,1,0,Women's Flyweight,FEMALE,3,3,0,0,2.583333333333333,0.1015909090909091,0.10869565217391303,0.27166666666666667,0.1154,4,13,0,0,2,Orthodox,167.64,175.26,125,0,1,0,10.509852173913044,0.10574468085106384,0.04175,0.07691836734693877,0.034140000000000004,6,26,0,0,5,Orthodox,170.18,170.18,125,33,33,SUB,1.0,3:36,216.0,0,0,0,0,0,0,454,91,1475.5545364526267,1483.3455864700359,-0.02242068653861512,-3,1,0,7.926518840579711,-0.06694565217391302,-0.1947482993197279,2,13,0,0,3,2.5400000000000205,-5.079999999999984,0,0,0,0,0,363,-7.791050017409134
Rodrigo Nascimento,Don'Tale Mayes,0.5,0.5,2020-05-16,"Jacksonville, Florida, USA",USA,1,0,Heavyweight,MALE,3,2,0,0,12.574100000000001,0.49,0.1,0.53,0.262,2,3,0,0,0,Orthodox,198.12,205.74,260,0,1,0,12.574100000000001,0.49,0.1,0.53,0.262,0,0,0,0,1,Orthodox,187.96,203.2,246,27,28,SUB,2.0,2:05,425.0,0,0,0,0,1,1,60,60,1500.0,1500.0,0.0,-2,1,0,0.0,0.0,0.0,-2,-3,0,0,1,-10.159999999999997,-2.5400000000000205,-14,-1,0,0,0,0,0.0
Anthony Smith,Glover Teixeira,0.4448210447283288,0.5551789552716713,2020-05-13,"Jacksonville, Florida, USA",USA,0,0,Light Heavyweight,MALE,5,0,3,0,7.376848837209301,0.09845977011494254,0.11420340909090908,0.31218932584269665,0.07904444444444443,6,46,1,6,16,Orthodox,187.96,193.04,205,0,1,0,6.319863392857143,0.09485964912280702,0.05858965517241379,0.09966949152542373,0.023175,6,37,1,3,10,Orthodox,193.04,193.04,205,31,40,KO/TKO,5.0,1:04,1264.0,1,6,3,7,0,0,347,242,1570.6272877184924,1609.126355531063,-0.11035791054334249,0,-2,0,-1.0569854443521578,-0.05561375391849529,-0.21251983431727292,0,-9,0,-3,-6,5.079999999999984,0.0,0,-9,-2,-1,0,105,-38.4990678125705
Ben Rothwell,Ovince Saint Preux,0.46760629279479965,0.5323937072052003,2020-05-13,"Jacksonville, Florida, USA",USA,1,0,Heavyweight,MALE,3,0,1,0,4.727366666666667,0.10720618556701035,0.05385816326530612,0.12798939393939393,0.05905000000000001,9,62,1,5,18,Southpaw,190.5,203.2,230,0,1,0,3.869753571428572,0.08280701754385965,0.08715689655172412,0.23479322033898306,0.03601666666666667,7,45,0,2,14,Orthodox,193.04,198.12,265,38,37,DEC,3.0,5:00,900.0,3,9,5,8,0,0,158,228,1525.8961911033664,1548.4372177119155,-0.06478741441040065,0,0,0,-0.8576130952380949,0.033298733286418004,0.10680382639958913,-2,-17,-1,-3,-4,2.539999999999992,-5.079999999999984,35,1,-2,1,0,-70,-22.541026608549146
Alexander Hernandez,Drew Dober,0.4928941314072764,0.5071058685927237,2020-05-13,"Jacksonville, Florida, USA",USA,0,0,Lightweight,MALE,3,0,2,0,6.72259262295082,0.07132258064516128,0.027432539682539683,0.10600937500000002,0.015784615384615387,5,28,0,1,9,Southpaw,172.72,177.8,155,0,1,0,3.441875,0.11794117647058826,0.022222222222222223,0.24560263157894732,0.041925000000000004,1,9,0,0,3,Orthodox,175.26,182.88,155,27,31,KO/TKO,2.0,4:25,565.0,2,1,3,5,0,0,298,116,1545.9927947713295,1550.9307904676043,-0.01421173718544727,0,-1,0,-3.2807176229508204,-0.00521031746031746,0.1395932565789473,-4,-19,0,-1,-6,2.539999999999992,5.079999999999984,0,-4,-1,-4,0,182,-4.937995696274811
Ricky Simon,Ray Borg,0.45247291048679233,0.5475270895132076,2020-05-13,"Jacksonville, Florida, USA",USA,1,0,Bantamweight,MALE,3,0,2,0,2.4264764705882356,0.10940384615384616,0.35559245283018864,0.6558833333333334,0.12658181818181818,4,33,1,2,7,Orthodox,162.56,160.02,135,2,0,0,3.91047619047619,0.09009090909090908,0.09782608695652174,0.8620833333333334,0.06956,2,13,0,0,3,Orthodox,167.64,175.26,135,27,26,DEC,3.0,5:00,900.0,2,1,5,0,0,0,158,88,1518.914059118929,1552.039270359002,-0.09505417902641528,2,-2,0,1.4839997198879544,-0.2577663658736669,0.20620000000000005,-2,-20,-1,-2,-4,5.079999999999984,15.23999999999998,0,1,-3,1,0,70,-33.12521124007321
Andrei Arlovski,Philipe Lins,0.4711949802157695,0.5288050197842304,2020-05-13,"Jacksonville, Florida, USA",USA,1,0,Heavyweight,MALE,3,0,0,0,12.574100000000001,0.49,0.1,0.53,0.262,0,0,0,0,0,Orthodox,187.96,198.12,240,1,0,0,4.376851315789473,0.09375324675324676,0.05320512820512821,0.04152531645569621,0.029512499999999997,17,77,5,2,19,Orthodox,190.5,195.58,240,41,34,DEC,3.0,5:00,900.0,6,11,0,0,0,1,193,60,1479.9620344039943,1500.0,-0.05761003956846095,1,0,0,-8.197248684210528,-0.046794871794871795,-0.4884746835443038,17,77,5,2,19,2.539999999999992,-2.539999999999992,0,7,6,11,-1,133,-20.037965596005733
Michael Johnson,Thiago Moises,0.5347868061118001,0.4652131938881999,2020-05-13,"Jacksonville, Florida, USA",USA,0,0,Lightweight,MALE,3,1,0,0,2.86,0.11583333333333333,0.4538461538461539,0.16903214285714285,0.046566666666666666,2,9,0,0,1,Orthodox,175.26,177.8,155,2,0,0,7.6019518867924525,0.07714018691588787,0.007217592592592592,0.08916926605504587,0.06648636363636364,11,56,1,0,11,Southpaw,177.8,185.42,155,33,25,SUB,2.0,0:25,325.0,7,4,1,0,0,0,200,256,1510.9828974785096,1486.7714331283364,0.06957361222360015,1,0,0,4.741951886792453,-0.4466285612535613,-0.07986287680209699,9,47,1,0,10,2.5400000000000205,7.619999999999976,0,8,6,4,0,-56,24.211464350173173
Sijara Eubanks,Sarah Moras,0.5167251059851843,0.4832748940148157,2020-05-13,"Jacksonville, Florida, USA",USA,1,0,Women's Bantamweight,FEMALE,3,0,1,0,2.998387096774194,0.09096875,0.13333333333333333,0.1612735294117647,0.05777142857142858,4,18,0,1,3,Orthodox,170.18,170.18,135,2,0,0,9.378750000000002,0.08970588235294118,0.022222222222222223,0.4031578947368421,0.09824999999999999,2,12,0,0,2,Orthodox,162.56,170.18,135,35,32,DEC,3.0,5:00,900.0,2,0,1,1,0,0,235,249,1497.1440073206472,1485.5178758201187,0.03345021197036857,2,-1,0,6.380362903225808,-0.1111111111111111,0.2418843653250774,-2,-6,0,-1,-1,-7.6200000000000045,0.0,0,3,1,-1,0,-14,11.626131500528572
Gabriel Benitez,Omar Morales,0.5408828270572265,0.45911717294277354,2020-05-13,"Jacksonville, Florida, USA",USA,0,0,Lightweight,MALE,3,0,1,0,20.5,0.44,0.4,1.14645,0.3385,0,3,0,0,1,Orthodox,180.34,185.42,155,1,0,0,6.34823888888889,0.09197297297297298,0.4267552631578948,0.031025641025641024,0.0335,3,17,0,2,5,Southpaw,172.72,180.34,155,31,34,DEC,3.0,5:00,900.0,2,1,1,0,0,1,270,60,1528.471862137213,1500.0,0.08176565411445291,1,-1,0,-14.15176111111111,0.026755263157894782,-1.1154243589743589,3,14,0,2,4,-7.6200000000000045,-5.079999999999984,0,-3,1,1,-1,210,28.471862137213066
Hunter Azure,Brian Kelleher,0.49229067609354543,0.5077093239064545,2020-05-13,"Jacksonville, Florida, USA",USA,0,0,Featherweight,MALE,3,0,1,0,4.8143,0.08812500000000001,0.1202030303030303,0.1460794117647059,0.05537142857142857,3,13,0,2,4,Switch,167.64,167.64,145,0,1,0,4.0,0.25,0.8333333333333334,0.5,0.066,0,3,0,0,1,Orthodox,172.72,175.26,145,28,33,KO/TKO,2.0,3:40,520.0,1,0,1,1,0,0,242,116,1516.5932083899093,1521.9506198952117,-0.015418647812909081,0,0,0,-0.8143000000000002,0.7131303030303031,0.3539205882352941,-3,-10,0,-2,-3,5.0800000000000125,7.6200000000000045,0,-5,0,-1,0,126,-5.35741150530248
Chase Sherman,Ike Villanueva,0.4360311627445152,0.5639688372554847,2020-05-13,"Jacksonville, Florida, USA",USA,1,0,Heavyweight,MALE,3,0,0,0,12.574100000000001,0.49,0.1,0.53,0.262,0,0,0,0,0,Orthodox,185.42,185.42,225,3,0,0,11.798629032258065,0.0854375,0.0030303030303030303,0.015588235294117648,0.007485714285714286,5,17,0,0,2,Orthodox,193.04,198.12,250,30,36,KO/TKO,2.0,0:49,349.0,1,1,0,0,0,1,599,60,1455.304968718555,1500.0,-0.12793767451096955,3,0,0,-0.7754709677419367,-0.09696969696969697,-0.5144117647058823,5,17,0,0,2,7.6200000000000045,12.700000000000017,25,-6,1,1,-1,539,-44.695031281444926
Vicente Luque,Niko Price,0.5504603970948745,0.4495396029051255,2020-05-09,"Jacksonville, Florida, USA",USA,1,0,Welterweight,MALE,3,0,1,0,2.91285731707317,0.07621428571428572,0.1780453488372093,0.1384409090909091,0.03453333333333333,3,15,0,2,6,Orthodox,182.88,193.04,170,1,0,0,4.933675,0.10196491228070176,0.14323189655172414,0.14978135593220337,0.03601666666666667,3,25,0,3,10,Orthodox,180.34,190.5,170,30,28,KO/TKO,3.0,3:37,817.0,1,6,0,4,0,0,189,210,1584.4048872956107,1549.2216387062329,0.10092079418974897,1,-1,0,2.02081768292683,-0.03481345228548516,0.011340446841294288,0,10,0,1,4,-2.539999999999992,-2.539999999999992,0,2,1,2,0,-21,35.183248589377854
Bryce Mitchell,Charles Rosa,0.559451982013039,0.44054801798696097,2020-05-09,"Jacksonville, Florida, USA",USA,1,0,Featherweight,MALE,3,0,1,0,5.729103846153846,0.07699999999999999,0.2863107142857143,0.5713793103448276,0.0876,3,16,0,2,3,Switch,175.26,175.26,145,0,3,0,5.909090909090909,0.123,0.22307692307692306,0.39285714285714285,0.06533333333333333,0,7,0,1,3,Southpaw,177.8,177.8,145,25,33,DEC,3.0,5:00,900.0,2,0,1,0,0,0,154,204,1546.5944024940572,1505.0865764577013,0.11890396402607806,0,2,0,0.17998706293706324,-0.06323379120879125,-0.17852216748768474,-3,-9,0,-1,0,2.5400000000000205,2.5400000000000205,0,-8,1,0,0,-50,41.50782603635594
Ryan Spann,Sam Alvey,0.5472306123017483,0.4527693876982517,2020-05-09,"Jacksonville, Florida, USA",USA,1,0,Light Heavyweight,MALE,3,3,0,0,6.064966860465116,0.1096896551724138,0.015236363636363636,0.0154,0.007705555555555557,8,38,0,1,10,Southpaw,187.96,190.5,205,0,3,0,6.023636363636364,0.11583333333333333,0.2769230769230769,0.10226071428571427,0.0422,0,6,0,1,3,Orthodox,195.58,200.66,205,28,34,DEC,3.0,5:00,900.0,1,1,4,5,0,0,210,294,1546.4041545864116,1513.486823379164,0.0944612246034966,-3,3,0,-0.041330496828751784,0.2616867132867132,0.08686071428571428,-8,-32,0,0,-7,7.6200000000000045,10.159999999999997,0,-6,-3,-4,0,-84,32.91733120724757
Anthony Pettis,Donald Cerrone,0.3918472608253011,0.6081527391746989,2020-05-09,"Jacksonville, Florida, USA",USA,1,0,Welterweight,MALE,3,3,0,0,8.713453313253012,0.09888622754491018,0.08914464285714287,0.17558254437869825,0.05923235294117646,14,97,0,10,29,Orthodox,185.42,185.42,155,2,0,0,4.914737209302326,0.09165517241379309,0.11378977272727271,0.19021516853932588,0.036805555555555564,10,60,4,7,14,Orthodox,177.8,182.88,155,33,37,DEC,3.0,5:00,900.0,3,4,9,10,0,0,112,112,1529.1722640976373,1605.530604884789,-0.21630547834939784,-1,0,0,-3.798716103950686,0.024645129870129845,0.014632624160627633,-4,-37,4,-3,-15,-7.619999999999976,-2.539999999999992,0,-4,-6,-6,0,0,-76.35834078715175
Aleksei Oleinik,Fabricio Werdum,0.4375385404995909,0.5624614595004092,2020-05-09,"Jacksonville, Florida, USA",USA,1,0,Heavyweight,MALE,3,1,0,0,9.017814285714286,0.12142105263157893,0.03093103448275862,0.10504915254237288,0.029933333333333336,8,68,3,10,22,Orthodox,193.04,195.58,231,0,1,0,2.8456960784313723,0.10190384615384615,0.24528301886792453,0.2934796296296296,0.0542909090909091,4,16,0,6,7,Orthodox,187.96,203.2,240,42,41,DEC,3.0,5:00,900.0,0,1,6,6,0,0,112,784,1541.3864723741424,1585.017054638128,-0.12492291900081826,-1,1,0,-6.172118207282914,0.2143519843851659,0.18843047708725671,-4,-52,-3,-4,-15,-5.079999999999984,7.619999999999976,9,1,-6,-5,0,-672,-43.630582263985616
Carla Esparza,Michelle Waterson,0.4793670131091518,0.5206329868908481,2020-05-09,"Jacksonville, Florida, USA",USA,1,0,Women's Strawweight,FEMALE,3,1,0,0,6.4396305555555555,0.13959459459459458,0.3736842105263158,0.3836769230769231,0.1598,3,28,0,4,7,Orthodox,160.02,157.48,115,0,2,0,5.28,0.08623809523809524,0.10376511627906977,0.6642659090909091,0.08862222222222223,4,29,2,1,6,Orthodox,154.94,160.02,115,32,34,DEC,3.0,5:00,900.0,5,0,3,0,0,0,231,210,1521.406186886967,1535.751601193486,-0.04126597378169633,-1,2,0,-1.1596305555555553,-0.269919094247246,0.280588986013986,1,1,2,-3,-1,-5.0800000000000125,2.5400000000000205,0,-2,2,0,0,21,-14.34541430651916
Uriah Hall,Jacare Souza,0.456015316715216,0.543984683284784,2020-05-09,"Jacksonville, Florida, USA",USA,1,0,Middleweight,MALE,3,2,0,0,4.0062674242424245,0.10638805970149254,0.1852544117647059,0.268,0.06855000000000001,7,61,0,10,19,Orthodox,185.42,182.88,185,0,2,0,6.433195070422535,0.11327777777777778,0.033482191780821915,0.2097878378378378,0.07639333333333333,7,32,0,0,8,Orthodox,182.88,200.66,185,35,40,DEC,,,,2,6,4,5,0,0,238,175,1530.9065868303312,1561.5494834653762,-0.087969366569568,-2,2,0,2.4269276461801104,-0.15177221998388396,-0.05821216216216221,0,-29,0,-10,-11,-2.539999999999992,17.78,0,-5,-2,1,0,63,-30.642896635044963
Tony Ferguson,Justin Gaethje,0.6920807382745731,0.30791926172542694,2020-05-09,"Jacksonville, Florida, USA",USA,0,1,Lightweight,MALE,5,0,3,0,17.18218076923077,0.1185925925925926,0.014285714285714287,0.039532758620689654,0.011283333333333334,2,12,0,0,4,Orthodox,180.34,177.8,155,0,12,0,7.4794125,0.08438961038961038,0.12516602564102564,0.1496886075949367,0.07735,1,35,1,6,15,Orthodox,180.34,193.04,155,36,31,KO/TKO,5.0,3:39,1419.0,4,5,0,4,0,0,336,238,1695.2793808385281,1554.5914186470523,0.3841614765491461,0,9,0,-9.70276826923077,0.11088031135531135,0.11015584897424706,-1,23,1,6,11,0.0,15.23999999999998,0,5,4,1,0,98,140.6879621914759
Henry Cejudo,Dominick Cruz,0.5796038437311705,0.42039615626882954,2020-05-09,"Jacksonville, Florida, USA",USA,1,1,Bantamweight,MALE,5,1,0,0,14.557565384615383,0.10144444444444446,0.05654642857142857,0.9287344827586208,0.0903,2,51,5,0,12,Orthodox,172.72,172.72,135,0,5,0,10.603941176470586,0.09667307692307693,0.04205660377358491,0.3756444444444444,0.08090909090909092,2,30,4,0,9,Orthodox,162.56,162.56,135,33,35,KO/TKO,2.0,4:58,598.0,6,3,10,2,0,0,336,1226,1625.390934404685,1569.6019262728769,0.15920768746234093,-1,5,0,-3.953624208144797,-0.014489824797843658,-0.5530900383141764,0,-21,-1,0,-3,-10.159999999999997,-10.159999999999997,0,-2,-4,1,0,-890,55.78900813180803
Francis Ngannou,Jairzinho Rozenstruik,0.5668867473123088,0.4331132526876912,2020-05-09,"Jacksonville, Florida, USA",USA,1,0,Heavyweight,MALE,3,0,4,0,2.59014375,0.1223529411764706,0.005555555555555556,0.05578947368421053,0.0262,0,9,0,0,4,Orthodox,193.04,198.12,242,0,3,0,3.6109294117647064,0.10775000000000001,0.037256603773584904,0.009814814814814816,0.004763636363636364,2,18,1,1,9,Orthodox,193.04,210.82,250,33,32,KO/TKO,1.0,0:20,20.0,0,8,0,4,0,0,315,154,1609.0809429486471,1562.323010388156,0.13377349462461763,0,-1,0,1.0207856617647062,0.03170104821802935,-0.04597465886939571,2,9,1,1,5,0.0,12.699999999999989,8,1,0,4,0,161,46.7579325604911
Jeremy Stephens,Calvin Kattar,0.45930974556574583,0.5406902544342542,2020-05-09,"Jacksonville, Florida, USA",USA,0,0,Featherweight,MALE,3,1,0,0,11.740384615384615,0.09533333333333334,0.014285714285714287,0.19436896551724137,0.06816666666666667,2,14,0,0,4,Orthodox,180.34,182.88,145,3,0,0,6.593803603603605,0.09303571428571432,0.09086548672566375,0.23391228070175438,0.06929565217391305,16,82,0,0,15,Orthodox,175.26,180.34,145,33,32,KO/TKO,2.0,2:49,469.0,7,8,1,3,0,0,204,182,1507.9517308681116,1536.2888834596815,-0.0813805088685084,2,0,0,-5.14658101178101,0.07657977243994946,0.03954331518451301,14,68,0,0,11,-5.0800000000000125,-2.539999999999992,0,1,6,5,0,22,-28.337152591569975
Greg Hardy,Yorgan De Castro,0.4740066447523651,0.5259933552476349,2020-05-09,"Jacksonville, Florida, USA",USA,1,0,Heavyweight,MALE,3,0,1,0,3.58,0.265,0.0,0.0,0.0,0,1,0,0,1,Orthodox,182.88,187.96,250,1,0,0,3.6823875,0.11294117647058823,0.005555555555555556,0.027894736842105264,0.0131,2,10,0,0,2,Orthodox,195.58,203.2,265,31,33,DEC,3.0,5:00,900.0,0,2,0,1,0,0,182,217,1497.9216687706744,1516.0,-0.05198671049526982,1,-1,0,0.10238749999999985,0.005555555555555556,0.027894736842105264,2,9,0,0,1,12.700000000000017,15.23999999999998,15,-2,0,1,0,-35,-18.078331229325613
Kevin Lee,Charles Oliveira,0.4654944581763008,0.5345055418236992,2020-03-14,"Brasilia, Distrito Federal, Brazil",Brazil,0,0,Lightweight,MALE,5,0,6,0,4.106638793103449,0.10623076923076921,0.27587627118644065,0.21861554621848747,0.06562083333333332,8,45,0,13,16,Orthodox,177.8,187.96,155,0,1,0,8.528853947368424,0.0832077922077922,0.20308076923076923,0.4800727848101266,0.07400625,5,41,1,4,11,Orthodox,175.26,195.58,170,27,30,SUB,3.0,0:28,628.0,4,3,1,2,0,0,133,119,1594.6735999819368,1618.688678951027,-0.06901108364739844,0,-5,0,4.422215154264975,-0.07279550195567142,0.26145723859163916,-3,-4,1,-9,-5,-2.5400000000000205,7.6200000000000045,15,-3,3,1,0,14,-24.015078969090155
Demian Maia,Gilbert Burns,0.5208234380598404,0.47917656194015956,2020-03-14,"Brasilia, Distrito Federal, Brazil",Brazil,0,0,Welterweight,MALE,3,0,4,0,5.012853278688524,0.08564516129032257,0.1476690476190476,0.3457421875,0.08686153846153846,3,30,0,4,10,Orthodox,177.8,180.34,170,0,3,0,3.8774331896551733,0.10135897435897435,0.20454576271186442,0.4330857142857143,0.07295,9,85,2,11,22,Southpaw,185.42,182.88,170,42,33,KO/TKO,1.0,2:34,154.0,10,1,4,2,0,0,140,168,1614.158298147555,1599.680316978525,0.041646876119680876,0,-1,0,-1.1354200890333503,0.05687671509281683,0.08734352678571428,6,55,2,7,12,7.619999999999976,2.539999999999992,0,9,6,-1,0,-28,14.477981169029817
Renato Moicano,Damir Hadzovic,0.5409173992735763,0.4590826007264237,2020-03-14,"Brasilia, Distrito Federal, Brazil",Brazil,1,0,Lightweight,MALE,3,1,0,0,4.723076923076923,0.09392592592592594,0.04226071428571428,0.05332586206896552,0.015683333333333334,3,15,0,0,3,Orthodox,175.26,177.8,155,2,0,0,10.54203611111111,0.09602702702702702,0.08991052631578947,0.20282051282051283,0.079625,3,18,0,2,5,Orthodox,180.34,182.88,155,30,33,SUB,1.0,0:44,44.0,3,0,1,2,0,0,266,287,1534.0706918058536,1505.5746446031972,0.08183479854715259,1,0,0,5.818959188034186,0.047649812030075185,0.1494946507515473,0,3,0,2,2,5.0800000000000125,5.079999999999984,0,-3,2,-2,0,-21,28.496047202656428
Johnny Walker,Nikita Krylov,0.5001030626255601,0.49989693737443985,2020-03-14,"Brasilia, Distrito Federal, Brazil",Brazil,0,0,Light Heavyweight,MALE,3,1,0,0,5.253182142857143,0.12426315789473684,0.17117758620689655,0.03222203389830509,0.014133333333333333,5,20,0,4,7,Orthodox,190.5,195.58,205,1,0,0,3.28125,0.18617647058823528,0.1388888888888889,0.08324473684210526,0.06515,1,4,0,0,3,Orthodox,198.12,208.28,205,27,28,DEC,3.0,5:00,900.0,0,3,0,3,0,0,133,182,1534.9891650042457,1534.9175497559174,0.00020612525112029267,0,0,0,-1.9719321428571428,-0.03228869731800765,0.05102270294380017,-4,-16,0,-4,-4,7.6200000000000045,12.699999999999989,0,-1,0,0,0,-49,0.07161524832827126
Francisco Trinaldo,John Makdessi,0.5602104832471504,0.4397895167528496,2020-03-14,"Brasilia, Distrito Federal, Brazil",Brazil,1,0,Lightweight,MALE,3,0,3,0,11.114293421052633,0.09280519480519481,0.005128205128205128,0.014512025316455696,0.004231250000000001,6,39,0,0,10,Orthodox,172.72,172.72,155,0,1,0,5.709658854166666,0.11212371134020616,0.11195306122448981,0.15204545454545454,0.055365000000000004,6,50,0,2,14,Southpaw,175.26,177.8,155,41,34,DEC,3.0,5:00,900.0,8,4,6,3,0,0,119,357,1599.3193987570246,1557.2768552961143,0.12042096649430079,0,-2,0,-5.404634566885966,0.10682485609628468,0.13753342922899883,0,11,0,2,4,2.539999999999992,5.0800000000000125,0,7,2,1,0,-238,42.04254346091034
Jussier Formiga,Brandon Moreno,0.5581942576224705,0.44180574237752945,2020-03-14,"Brasilia, Distrito Federal, Brazil",Brazil,0,0,Flyweight,MALE,3,0,1,1,4.3206423076923075,0.1091111111111111,0.23476071428571427,0.42034482758620695,0.11286666666666664,2,20,0,2,4,Orthodox,170.18,177.8,125,1,0,0,2.218660606060606,0.07211940298507462,0.06049117647058824,0.2833565217391304,0.05461428571428571,5,34,0,3,9,Orthodox,165.1,170.18,125,34,26,DEC,3.0,5:00,900.0,6,0,2,0,0,0,259,91,1572.86931010133,1532.2477068673609,0.1163885152449411,1,-1,-1,-2.1019817016317015,-0.17426953781512602,-0.13698830584707655,3,14,0,1,5,-5.0800000000000125,-7.6200000000000045,0,8,4,0,0,168,40.621603233969154
Amanda Ribas,Randa Markos,0.5451481087321157,0.4548518912678843,2020-03-14,"Brasilia, Distrito Federal, Brazil",Brazil,1,0,Women's Strawweight,FEMALE,3,0,1,1,6.986760714285714,0.08682456140350879,0.06383275862068966,0.26223559322033896,0.075,6,35,0,1,6,Orthodox,162.56,160.02,115,0,2,0,1.43,0.10857142857142857,0.35,0.6022222222222222,0.11399999999999999,0,5,0,1,2,Orthodox,160.02,167.64,115,26,34,DEC,3.0,5:00,900.0,1,0,5,0,0,0,154,140,1533.4262014473059,1501.968399488458,0.09029621746423144,0,1,-1,-5.556760714285715,0.2861672413793103,0.33998662900188326,-6,-30,0,0,-4,-2.539999999999992,7.619999999999976,0,-8,-4,0,0,14,31.457801958847767
Elizeu Dos Santos,Aleksei Kunchenko,0.45398737452303706,0.5460126254769629,2020-03-14,"Brasilia, Distrito Federal, Brazil",Brazil,1,0,Welterweight,MALE,3,1,0,0,6.209395454545454,0.09666666666666666,0.026280769230769233,0.16714285714285712,0.07780000000000001,1,9,0,0,2,Orthodox,172.72,177.8,170,1,0,0,4.18,0.195,0.19999999999999998,0.1125,0.028000000000000004,2,22,0,1,7,Orthodox,180.34,185.42,170,33,35,DEC,,,,3,3,2,0,0,0,196,217,1486.560697963089,1518.6242618920478,-0.09202525095392589,0,0,0,-2.0293954545454547,0.17371923076923074,-0.05464285714285712,1,13,0,1,5,7.6200000000000045,7.619999999999976,0,-2,1,3,0,-21,-32.06356392895873
Mayra Bueno Silva,Maryna Moroz,0.4832762891832252,0.5167237108167748,2020-03-14,"Brasilia, Distrito Federal, Brazil",Brazil,0,0,Women's Flyweight,FEMALE,3,0,1,0,5.973461538461539,0.07903703703703703,0.1202392857142857,0.06149310344827586,0.020633333333333333,3,19,0,1,4,Orthodox,170.18,170.18,125,0,1,0,4.29,0.225,0.13333333333333333,0.29,0.08,0,1,0,1,1,Orthodox,167.64,167.64,135,28,28,DEC,3.0,5:00,900.0,0,0,3,0,0,0,539,350,1517.4358728782763,1529.0610338306265,-0.033447421633549634,0,0,0,-1.6834615384615388,0.01309404761904763,0.22850689655172413,-3,-18,0,0,-3,-2.5400000000000205,-2.5400000000000205,10,0,-3,0,0,189,-11.625160952350143
Bruno Silva,David Dvorak,0.4770391073008154,0.5229608926991847,2020-03-14,"Brasilia, Distrito Federal, Brazil",Brazil,0,0,Flyweight,MALE,3,0,0,0,5.96,0.443,0.5,1.3,0.333,0,0,0,0,0,Orthodox,165.1,172.72,125,1,0,0,1.54,0.2,0.0,0.5775,0.036,1,3,0,0,0,Orthodox,162.56,165.1,135,29,27,DEC,3.0,5:00,900.0,0,0,0,0,0,1,161,60,1484.0339081301693,1500.0,-0.045921785398369275,1,0,0,-4.42,-0.5,-0.7225,1,3,0,0,0,-2.539999999999992,-7.6200000000000045,10,2,0,0,-1,101,-15.966091869830734
