RedFighter,BlueFighter,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsBySubmission,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsBySubmission,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,Finish,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedWinsByDecision,RedWinsByKOTKO,BlueWinsByDecision,BlueWinsByKOTKO,RedUFC_Debut,BlueUFC_Debut,RedDaysSinceLastFight,BlueDaysSinceLastFight,RedCurrELO,BlueCurrELO,ExpectedValueDiff,CurrentLoseStreakDiff,CurrentWinStreakDiff,DrawsDiff,AvgSigStrLandedDiff,AvgSubAttDiff,AvgTDLandedDiff,LossesDiff,TotalRoundsFoughtDiff,TotalTitleBoutsDiff,WinsBySubmissionDiff,WinsDiff,HeightCmsDiff,ReachCmsDiff,WeightLbsDiff,AgeDiff,WinsByDecisionDiff,WinsByKOTKODiff,UFC_DebutDiff,DaysSinceLastFightDiff,CurrELODiff
Alex Caceres,Julian Erosa,0.5334576585322168,0.4665423414677832,2022-12-17,"Las Vegas, Nevada, USA",USA,1,0,Featherweight,MALE,3,0,3,0,4.152156862745098,0.10176923076923076,0.18710754716981137,0.2716009259259259,0.10793636363636365,5,28,0,2,7,Southpaw,185.42,187.96,145,1,0,0,6.226221487603307,0.09763934426229508,0.18296910569105693,0.07432580645161291,0.06344,11,67,0,4,14,Southpaw,177.8,185.42,145,34,33,KO/TKO,1.0,3:04,184.0,9,1,3,2,0,0,280,98,1550.9721192041734,1527.688563300229,0.06691531706443365,1,-3,0,2.0740646248582086,-0.0041384414787544455,-0.19727511947431298,6,39,0,2,7,-7.619999999999976,-2.5400000000000205,0,1,6,-1,0,182,23.28355590394449
Drew Dober,Bobby Green,0.5365453345865262,0.4634546654134738,2022-12-17,"Las Vegas, Nevada, USA",USA,1,0,Lightweight,MALE,3,1,0,1,5.796479069767442,0.10326436781609195,0.06916022727272728,0.21548483146067415,0.0768722222222222,10,64,0,3,14,Orthodox,177.8,180.34,155,0,2,0,5.024164534883721,0.073816091954023,0.025321022727272734,0.12016404494382024,0.020955555555555554,7,40,0,1,12,Southpaw,172.72,177.8,155,34,36,KO/TKO,2.0,2:45,465.0,3,8,9,2,0,0,140,294,1565.5445155250977,1540.1048497165234,0.0730906691730524,-1,2,-1,-0.772314534883721,-0.04383920454545454,-0.09532078651685391,-3,-24,0,-2,-2,-5.0800000000000125,-2.539999999999992,0,-2,-6,6,0,-154,25.43966580857432
Cody Brundage,Michal Oleksiejczuk,0.48130862496859805,0.518691375031402,2022-12-17,"Las Vegas, Nevada, USA",USA,0,0,Middleweight,MALE,3,0,1,0,4.2075000000000005,0.11689189189189189,0.0,0.23923076923076922,0.1,3,16,0,0,5,Southpaw,182.88,187.96,185,0,2,0,0.54,0.14083333333333334,0.2076923076923077,0.39142857142857146,0.08333333333333333,2,6,0,1,2,Orthodox,182.88,182.88,185,28,27,KO/TKO,1.0,3:16,196.0,0,1,1,4,0,0,161,133,1515.8874744504728,1528.8816273439606,-0.03738275006280389,0,1,0,-3.6675000000000004,0.2076923076923077,0.15219780219780224,-1,-10,0,1,-3,0.0,-5.0800000000000125,0,1,-1,-3,0,28,-12.994152893487808
Cheyanne Vlismas,Cory McKenna,0.5030654201992588,0.4969345798007412,2022-12-17,"Las Vegas, Nevada, USA",USA,0,0,Women's Strawweight,FEMALE,3,0,1,0,0.83,0.1075,0.06153846153846154,0.3885714285714286,0.14400000000000002,1,11,0,1,3,Orthodox,160.02,147.32,115,0,2,0,4.93,0.25,0.06666666666666667,0.0625,0.066,1,10,0,0,3,Switch,160.02,160.02,115,27,23,DEC,3.0,5:00,900.0,2,1,2,0,0,0,378,133,1516.5031297893067,1514.3730309772818,0.006130840398517634,0,1,0,4.1,0.005128205128205124,-0.3260714285714286,0,-1,0,-1,0,0.0,12.700000000000017,0,4,0,1,0,245,2.130098812024926
Jake Matthews,Matthew Semelsberger,0.5718306061647278,0.4281693938352722,2022-12-17,"Las Vegas, Nevada, USA",USA,0,0,Welterweight,MALE,3,1,0,0,1.0676923076923077,0.08592592592592592,0.09999999999999999,0.20620689655172414,0.13799999999999998,2,14,0,0,4,Switch,185.42,190.5,170,0,1,0,5.276277631578947,0.09698701298701298,0.13795384615384615,0.38341202531645563,0.07785625,5,39,0,4,11,Orthodox,180.34,185.42,170,28,30,DEC,3.0,5:00,900.0,5,2,2,2,0,0,189,140,1579.830126408976,1529.5694158603108,0.1436612123294556,-1,1,0,4.2085853238866395,0.03795384615384616,0.1772051287647315,3,25,0,4,7,-5.079999999999984,-5.0800000000000125,0,-2,3,0,0,49,50.2607105486652
Said Nurmagomedov,Saidyokub Kakhramonov,0.5433741542077788,0.4566258457922212,2022-12-17,"Las Vegas, Nevada, USA",USA,1,0,Bantamweight,MALE,3,0,2,0,0.7516666666666666,0.15142857142857144,0.75,0.9644444444444444,0.076,0,6,0,1,2,Orthodox,172.72,175.26,135,0,3,0,3.465384615384615,0.11081481481481481,0.1107142857142857,0.19517241379310343,0.03013333333333334,1,12,0,1,5,Orthodox,172.72,177.8,135,30,27,SUB,2.0,3:50,530.0,2,2,1,0,0,0,161,161,1564.3216188990657,1534.1062238804766,0.08674830841555758,0,1,0,2.7137179487179486,-0.6392857142857143,-0.769272030651341,1,6,0,0,3,0.0,2.5400000000000205,0,3,1,2,0,0,30.215395018589106
Rafa Garcia,Maheshate,0.4601739786426308,0.5398260213573691,2022-12-17,"Las Vegas, Nevada, USA",USA,1,0,Lightweight,MALE,3,0,2,0,3.9,0.14,0.0,0.0,0.0,0,4,0,0,2,Orthodox,182.88,180.34,155,1,0,0,0.9604761904761906,0.08318181818181818,0.06086956521739131,0.5554166666666666,0.066,3,14,0,1,2,Orthodox,170.18,177.8,155,28,23,DEC,3.0,5:00,900.0,1,0,1,1,0,0,140,189,1488.3054684905308,1516.0381717103926,-0.0796520427147383,1,-2,0,-2.939523809523809,0.06086956521739131,0.5554166666666666,3,10,0,1,0,-12.699999999999989,-2.539999999999992,0,5,0,-1,0,-49,-27.732703219861833
Bryan Battle,Rinat Fakhretdinov,0.5430499264890573,0.45695007351094274,2022-12-17,"Las Vegas, Nevada, USA",USA,0,0,Welterweight,MALE,3,0,1,0,4.17,0.27,0.06666666666666667,1.1075,0.092,0,3,0,0,1,Orthodox,182.88,187.96,170,0,3,0,1.3981818181818182,0.12833333333333333,0.2538461538461539,0.3078571428571429,0.10400000000000001,0,6,0,1,3,Orthodox,185.42,195.58,170,28,31,DEC,3.0,5:00,900.0,1,1,1,0,0,0,133,196,1545.2549433588692,1515.2665402734463,0.08609985297811451,0,2,0,-2.7718181818181815,0.18717948717948724,-0.7996428571428571,0,3,0,1,2,2.539999999999992,7.6200000000000045,0,-3,0,1,0,-63,29.988403085422988
David Dvorak,Manel Kape,0.5345135694875419,0.4654864305124581,2022-12-17,"Las Vegas, Nevada, USA",USA,0,0,Flyweight,MALE,3,0,2,0,0.73875,0.08529411764705883,0.022222222222222223,0.12631578947368421,0.044500000000000005,2,8,0,0,2,Southpaw,165.1,172.72,125,1,0,0,0.775625,0.08176470588235293,0.03888888888888889,0.030526315789473683,0.015,1,10,0,1,3,Orthodox,165.1,172.72,125,30,29,DEC,3.0,5:00,900.0,2,0,0,2,0,0,266,378,1529.802841029842,1505.7821571689024,0.06902713897508383,1,-2,0,0.03687499999999999,0.016666666666666666,-0.09578947368421054,-1,2,0,1,1,0.0,0.0,0,1,2,-2,0,-112,24.020683860939698
Sergey Morozov,Journey Newson,0.5011246873202924,0.49887531267970764,2022-12-17,"Las Vegas, Nevada, USA",USA,1,0,Bantamweight,MALE,3,0,1,0,0.6743750000000001,0.07529411764705883,0.18333333333333332,0.02947368421052632,0.008,2,8,0,0,1,Orthodox,165.1,170.18,135,0,1,0,0.526875,0.07529411764705883,0.0,0.5826315789473684,0.0495,2,10,0,0,2,Orthodox,167.64,170.18,135,33,33,DEC,3.0,5:00,900.0,2,0,1,0,0,0,175,224,1502.654233593369,1501.872719479984,0.0022493746405847226,0,0,0,-0.14750000000000008,-0.18333333333333332,0.5531578947368421,0,2,0,0,1,2.539999999999992,0.0,0,0,1,0,0,-49,0.7815141133851284
Paddy Pimblett,Jared Gordon,0.4906803895521193,0.5093196104478808,2022-12-10,"Las Vegas, Nevada, USA",USA,1,0,Lightweight,MALE,3,0,1,0,5.459739215686275,0.11251923076923079,0.007547169811320755,0.5157407407407407,0.07914545454545455,4,28,0,0,7,Orthodox,175.26,172.72,155,0,3,0,1.8654545454545457,0.13666666666666666,0.3230769230769231,0.13,0.03333333333333333,0,4,0,2,3,Orthodox,177.8,185.42,155,27,34,DEC,3.0,5:00,900.0,0,1,6,1,0,0,140,112,1546.033996883834,1552.5106756227142,-0.018639220895761477,0,2,0,-3.5942846702317293,0.31552975326560234,-0.3857407407407407,-4,-24,0,2,-4,2.5400000000000205,12.699999999999989,0,-7,-6,0,0,28,-6.476678738880082
Santiago Ponzinibbio,Alex Morono,0.46708557248296045,0.5329144275170395,2022-12-10,"Las Vegas, Nevada, USA",USA,1,0,Catch Weight,MALE,3,0,4,0,5.240999295774647,0.08340277777777778,0.09662397260273975,0.04027027027027026,0.021826666666666668,4,39,0,1,11,Orthodox,180.34,182.88,170,2,0,0,5.059127464788733,0.08061111111111112,0.00468013698630137,0.06647297297297297,0.031319999999999994,5,35,0,0,10,Orthodox,182.88,185.42,170,36,32,KO/TKO,3.0,2:29,749.0,5,5,8,2,0,0,203,133,1572.1673363584387,1595.071746419094,-0.06582885503407909,2,-4,0,-0.18187183098591397,-0.09194383561643837,0.02620270270270271,1,-4,0,-1,-1,2.539999999999992,2.539999999999992,0,4,-3,3,0,70,-22.904410060655437
Darren Till,Dricus Du Plessis,0.48871313342373157,0.5112868665762684,2022-12-10,"Las Vegas, Nevada, USA",USA,0,0,Middleweight,MALE,3,0,3,0,1.0227272727272727,0.08083333333333333,0.06923076923076923,0.4307142857142857,0.06666666666666667,0,6,2,0,3,Switch,185.42,193.04,185,2,0,1,5.49355,0.10404255319148935,0.0071177083333333335,0.11786326530612244,0.06096000000000001,4,32,1,0,6,Southpaw,182.88,187.96,185,29,28,SUB,3.0,2:43,763.0,4,2,1,2,0,0,462,161,1544.0087740781569,1551.8530248617988,-0.022573733152536857,2,-3,1,4.4708227272727274,-0.0621130608974359,-0.31285102040816326,4,26,-1,0,3,-2.539999999999992,-5.079999999999984,0,1,3,0,0,301,-7.844250783641883
Bryce Mitchell,Ilia Topuria,0.5406480171959296,0.4593519828040704,2022-12-10,"Las Vegas, Nevada, USA",USA,0,0,Featherweight,MALE,3,0,4,0,0.5025000000000001,0.07823529411764707,0.538888888888889,0.5405263157894736,0.083,0,7,1,0,4,Orthodox,170.18,175.26,145,0,6,0,2.7357692307692307,0.11651851851851852,0.32142857142857145,0.4424137931034482,0.06933333333333333,0,16,0,1,6,Southpaw,177.8,177.8,145,28,25,SUB,2.0,3:10,490.0,5,0,1,3,0,0,280,266,1591.592846230249,1563.2852385445224,0.08129603439185917,0,2,0,2.233269230769231,-0.21746031746031752,-0.09811252268602544,0,9,-1,1,2,7.6200000000000045,2.5400000000000205,0,3,4,-3,0,14,28.30760768572668
Raul Rosas Jr.,Jay Perrin,0.5447834388430374,0.45521656115696263,2022-12-10,"Las Vegas, Nevada, USA",USA,1,0,Bantamweight,MALE,3,3,0,0,1.2366666666666666,0.13142857142857142,0.0,0.6288888888888889,0.10400000000000001,3,9,0,0,0,Switch,170.18,170.18,135,0,1,0,7.83,0.44,0.3,1.0,0.327,0,3,0,0,1,Switch,175.26,170.18,135,18,29,SUB,1.0,2:44,164.0,1,0,0,0,1,0,60,112,1500.0,1468.79766276347,0.08956687768607474,-3,1,0,6.593333333333334,0.3,0.37111111111111106,-3,-6,0,0,1,5.079999999999984,0.0,0,-11,1,0,1,-52,31.202337236529956
Jairzinho Rozenstruik,Chris Daukaus,0.49598957500417223,0.5040104249958277,2022-12-10,"Las Vegas, Nevada, USA",USA,1,0,Heavyweight,MALE,3,2,0,0,1.5842307692307689,0.10222222222222221,0.0,0.0,0.0,2,8,0,0,4,Orthodox,190.5,193.04,205,2,0,0,1.3443978260869565,0.1051063829787234,0.0020833333333333333,0.021632653061224492,0.01048,4,22,0,0,6,Orthodox,187.96,198.12,242,34,33,KO/TKO,1.0,0:23,23.0,0,6,0,4,0,0,189,259,1534.7730268609707,1537.5598153370179,-0.008020849991655477,0,0,0,-0.23983294314381243,0.0020833333333333333,0.021632653061224492,2,14,0,0,2,-2.539999999999992,5.0800000000000125,37,1,0,2,0,-70,-2.7867884760471497
Edmen Shahbazyan,Dalcha Lungiambula,0.5720344608503067,0.42796553914969326,2022-12-10,"Las Vegas, Nevada, USA",USA,1,0,Middleweight,MALE,3,3,0,0,1.1419230769230768,0.11037037037037038,0.0,0.5110344827586207,0.09533333333333334,4,15,0,0,2,Orthodox,172.72,193.04,185,3,0,0,2.1311516129032255,0.115,0.1215181818181818,1.0176470588235293,0.07692857142857143,3,15,0,1,5,Orthodox,190.5,190.5,185,25,35,KO/TKO,2.0,4:41,581.0,1,3,1,1,0,0,399,147,1516.131663721391,1465.726306654695,0.14406892170061347,0,0,0,0.9892285359801487,0.1215181818181818,0.5066125760649086,-1,0,0,1,3,17.78,-2.539999999999992,0,-10,0,2,0,252,50.40535706669607
Chris Curtis,Joaquin Buckley,0.5083469863997063,0.4916530136002937,2022-12-10,"Las Vegas, Nevada, USA",USA,1,0,Middleweight,MALE,3,1,0,0,0.82,0.06702702702702701,0.0,0.1892307692307692,0.04725,3,19,0,0,5,Southpaw,177.8,193.04,170,1,0,0,1.44,0.12,0.0,0.0,0.0,1,12,0,0,4,Orthodox,177.8,190.5,185,35,28,KO/TKO,2.0,2:49,469.0,1,3,1,4,0,0,140,98,1535.8512720627555,1530.050652952721,0.01669397279941265,0,0,0,0.62,0.0,-0.1892307692307692,-2,-7,0,0,-1,0.0,-2.539999999999992,15,7,0,-1,0,42,5.800619110034404
Billy Quarantillo,Alexander Hernandez,0.5032910099763492,0.49670899002365076,2022-12-10,"Las Vegas, Nevada, USA",USA,1,0,Featherweight,MALE,3,1,0,0,1.7804878048780488,0.09321428571428572,0.011627906976744186,0.2856011363636364,0.056855555555555555,4,18,0,0,5,Orthodox,175.26,182.88,145,1,0,0,2.045,0.15662962962962967,0.4178571428571428,0.21793103448275863,0.063,2,20,0,1,5,Orthodox,177.8,177.8,145,34,30,KO/TKO,2.0,4:30,570.0,1,3,2,3,0,0,399,301,1528.9902740466628,1526.7034130655447,0.00658201995269847,0,0,0,0.2645121951219511,0.4062292358803986,-0.06767010188087774,-2,2,0,1,0,2.5400000000000205,-5.079999999999984,0,4,-1,0,0,98,2.286860981118025
TJ Brown,Erik Silva,0.4774280179992066,0.5225719820007935,2022-12-10,"Las Vegas, Nevada, USA",USA,1,0,Featherweight,MALE,3,0,1,0,13.5,0.446,0.4,1.0,0.34,0,1,0,0,1,Orthodox,175.26,180.34,145,1,0,0,0.8280952380952381,0.1040909090909091,0.2217391304347826,1.0416666666666667,0.13119999999999998,3,17,0,1,3,Switch,175.26,182.88,145,32,35,SUB,3.0,3:41,821.0,2,0,0,1,0,1,168,60,1484.3047124193688,1500.0,-0.04514396400158688,1,-1,0,-12.671904761904761,-0.17826086956521742,0.04166666666666674,3,16,0,1,2,0.0,2.539999999999992,0,-3,2,-1,-1,108,-15.695287580631202
Cameron Saaiman,Steven Koslow,0.5,0.5,2022-12-10,"Las Vegas, Nevada, USA",USA,1,0,Bantamweight,MALE,3,0,0,0,7.83,0.44,0.3,1.0,0.327,0,0,0,0,0,Switch,170.18,175.26,125,0,1,0,7.83,0.44,0.3,1.0,0.327,0,3,0,0,1,Southpaw,172.72,170.18,135,21,25,KO/TKO,3.0,4:13,853.0,0,1,0,0,1,1,60,60,1500.0,1500.0,0.0,0,1,0,0.0,0.0,0.0,0,3,0,0,1,2.539999999999992,-5.079999999999984,10,-4,0,1,0,0,0.0
Stephen Thompson,Kevin Holland,0.500955862750858,0.499044137249142,2022-12-03,"Orlando, Florida, USA",USA,1,0,Welterweight,MALE,5,1,0,0,2.445110563380282,0.11187500000000002,0.17548082191780823,0.21986486486486487,0.07623333333333333,5,42,0,3,11,Orthodox,190.5,205.74,185,2,0,1,7.190635802469136,0.10153658536585364,0.004116265060240964,0.10093452380952381,0.05084705882352941,6,54,2,0,11,Orthodox,182.88,190.5,170,39,30,KO/TKO,4.0,5:00,1200.0,6,5,4,4,0,0,350,84,1572.3022032124209,1571.6380009342208,0.0019117255017160328,1,0,1,4.745525239088854,-0.17136455685756727,-0.11893034105534106,1,12,2,-3,0,-7.6200000000000045,-15.240000000000009,-15,9,2,1,0,266,0.6642022782000367
Bryan Barberena,Rafael Dos Anjos,0.42889624078718047,0.5711037592128195,2022-12-03,"Orlando, Florida, USA",USA,0,0,Welterweight,MALE,3,1,0,0,5.926824632352941,0.0827883211678832,0.1624166666666667,0.3935517985611512,0.06610714285714285,12,101,4,4,20,Southpaw,172.72,177.8,170,0,3,0,8.112163380281691,0.10144444444444448,0.05185890410958903,0.07029932432432431,0.049246666666666675,6,39,0,1,9,Southpaw,182.88,182.88,185,33,38,SUB,2.0,3:20,500.0,4,4,12,4,0,0,154,147,1552.686944446633,1602.4320560987921,-0.14220751842563906,-1,3,0,2.18533874792875,-0.11055776255707768,-0.3232524742368269,-6,-62,-4,-3,-11,10.159999999999997,5.079999999999984,15,-5,-8,0,0,7,-49.74511165215904
Matheus Nicolau,Matt Schnell,0.5776602389187288,0.42233976108127125,2022-12-03,"Orlando, Florida, USA",USA,1,0,Flyweight,MALE,3,0,1,0,2.3599352941176472,0.0805576923076923,0.18710754716981132,0.10432037037037035,0.06690909090909092,4,20,0,3,6,Orthodox,172.72,177.8,125,0,3,0,5.3677419354838705,0.1143125,0.28990000000000005,0.3614705882352941,0.09405714285714287,1,19,0,1,6,Orthodox,167.64,167.64,125,29,32,KO/TKO,2.0,1:44,404.0,5,0,3,0,0,0,252,140,1573.5365968722047,1519.1323946206214,0.1553204778374575,0,2,0,3.007806641366223,0.10279245283018873,0.25715021786492376,-3,-1,0,-2,0,-5.0800000000000125,-10.160000000000025,0,-3,2,0,0,112,54.40420225158323
Tai Tuivasa,Sergei Pavlovich,0.5115950589707532,0.4884049410292468,2022-12-03,"Orlando, Florida, USA",USA,0,0,Heavyweight,MALE,3,0,4,0,2.0878142857142854,0.10545454545454545,0.004347826086956522,0.022083333333333333,0.01048,1,5,1,0,4,Southpaw,190.5,213.36,257,1,0,0,2.9182875000000004,0.10982456140350877,0.001724137931034483,0.008983050847457628,0.004366666666666667,4,22,0,0,8,Southpaw,187.96,190.5,264,29,30,KO/TKO,1.0,0:54,54.0,1,7,0,4,0,0,91,126,1563.5809835552075,1555.522466568667,0.023190117941506383,1,-4,0,0.830473214285715,-0.002623688155922039,-0.013100282485875706,3,17,-1,0,4,-2.539999999999992,-22.860000000000014,7,-1,1,3,0,-35,8.058516986540553
Jack Hermansson,Roman Dolidze,0.5279223472968921,0.47207765270310786,2022-12-03,"Orlando, Florida, USA",USA,0,0,Middleweight,MALE,3,0,3,0,0.618076923076923,0.09962962962962962,0.21071428571428572,0.24172413793103448,0.06066666666666666,1,12,0,0,5,Orthodox,187.96,193.04,185,0,1,0,5.624717605633802,0.10325000000000002,0.06626712328767123,0.2621175675675676,0.07375333333333332,5,37,0,3,10,Orthodox,185.42,195.58,185,34,34,KO/TKO,2.0,4:06,546.0,4,3,2,3,0,0,133,35,1578.9796021165998,1559.556960456227,0.05584469459378427,0,-2,0,5.006640682556879,-0.14444716242661448,0.020393429636533122,4,25,0,3,5,-2.5400000000000205,2.5400000000000205,0,0,2,0,0,98,19.422641660372847
Eryk Anders,Kyle Daukaus,0.5001196731500561,0.4998803268499439,2022-12-03,"Orlando, Florida, USA",USA,1,0,Middleweight,MALE,3,1,0,0,0.8380952380952381,0.13090909090909092,0.4782608695652174,0.43708333333333343,0.0676,3,15,0,1,3,Southpaw,190.5,193.04,185,2,0,0,4.644582786885246,0.11141935483870967,0.02026666666666667,0.32640624999999995,0.0729153846153846,7,36,0,0,6,Southpaw,185.42,190.5,185,35,29,KO/TKO,2.0,2:45,465.0,3,3,2,0,0,0,196,168,1488.8972570123628,1488.8140995888527,0.000239346300112242,1,0,0,3.8064875487900074,-0.45799420289855075,-0.11067708333333348,4,21,0,-1,3,-5.0800000000000125,-2.539999999999992,0,6,1,3,0,28,0.08315742351010158
Niko Price,Phil Rowe,0.5045246069920503,0.49547539300794974,2022-12-03,"Orlando, Florida, USA",USA,0,0,Welterweight,MALE,3,0,2,0,1.4366666666666665,0.15,0.0375,0.17444444444444443,0.06899999999999999,1,10,0,0,3,Orthodox,190.5,203.2,170,0,1,0,2.3738776785714286,0.0766842105263158,0.183723275862069,0.14765084745762713,0.03673333333333333,5,27,0,2,7,Orthodox,182.88,193.04,170,33,32,KO/TKO,3.0,3:26,806.0,1,4,0,3,0,0,427,301,1534.5245726833925,1531.380467900662,0.009049213984100524,0,-1,0,0.9372110119047621,0.14622327586206899,-0.026793596986817297,4,17,0,2,4,-7.6200000000000045,-10.159999999999997,0,1,1,1,0,126,3.1441047827304374
Angela Hill,Emily Ducote,0.4400259850837312,0.5599740149162689,2022-12-03,"Orlando, Florida, USA",USA,1,0,Women's Strawweight,FEMALE,3,0,1,0,7.45,0.26,0.0,0.05,0.028000000000000004,0,3,0,0,1,Orthodox,157.48,160.02,115,0,1,0,7.509036633663367,0.10385294117647059,0.014563106796116509,0.0790451923076923,0.05116190476190477,12,60,0,0,9,Orthodox,160.02,162.56,115,37,28,DEC,3.0,5:00,900.0,7,2,1,0,0,0,112,140,1474.3102982394137,1516.1861184683933,-0.11994802983253766,0,0,0,0.05903663366336698,0.014563106796116509,0.0290451923076923,12,57,0,0,8,2.5400000000000205,2.539999999999992,0,9,6,2,0,-28,-41.87582022897959
Clay Guida,Scott Holtzman,0.4705084664666493,0.5294915335333508,2022-12-03,"Orlando, Florida, USA",USA,1,0,Lightweight,MALE,3,2,0,0,8.367099999999999,0.10547368421052633,0.08423620689655174,0.4211991525423729,0.10559166666666667,5,32,0,1,7,Orthodox,175.26,175.26,155,1,0,0,4.552086486486486,0.07175892857142856,0.13494513274336284,0.6083719298245613,0.07721739130434781,17,96,2,5,19,Orthodox,170.18,177.8,155,40,39,DEC,3.0,5:00,900.0,12,2,4,2,0,0,224,602,1507.9229078171097,1528.4395388409034,-0.05898306706670148,-1,0,0,-3.815013513513513,0.050708925846811095,0.18717277728218845,12,64,2,4,12,-5.079999999999984,2.5400000000000205,0,1,8,0,0,-378,-20.516631023793707
Michael Johnson,Marc Diakiese,0.4190690084805379,0.580930991519462,2022-12-03,"Orlando, Florida, USA",USA,1,0,Lightweight,MALE,3,0,2,0,3.5390196078431373,0.08678846153846155,0.007547169811320755,0.48147685185185185,0.0964090909090909,5,31,0,0,7,Orthodox,177.8,185.42,155,1,0,0,6.530134126984127,0.07703937007874018,0.007652343749999999,0.09294147286821704,0.06948846153846154,14,66,1,0,12,Southpaw,177.8,185.42,155,36,29,DEC,3.0,5:00,900.0,7,5,5,2,0,0,147,133,1480.2842330211802,1537.019833548147,-0.16186198303892413,1,-2,0,2.9911145191409894,0.00010517393867924465,-0.3885353789836348,9,35,1,0,5,0.0,0.0,0,7,2,3,0,14,-56.73560052696689
Darren Elkins,Jonathan Pearce,0.5437303096510834,0.4562696903489166,2022-12-03,"Orlando, Florida, USA",USA,0,0,Featherweight,MALE,3,0,4,0,1.8976190476190478,0.125,0.11304347826086956,1.1087500000000003,0.10279999999999999,1,13,0,1,5,Switch,182.88,180.34,145,0,1,0,4.49635873015873,0.05712598425196851,0.20748359375000003,0.3599910852713179,0.07768846153846153,9,66,0,2,17,Orthodox,177.8,180.34,145,38,30,DEC,3.0,5:00,900.0,11,4,1,3,0,0,217,133,1578.0604589570703,1547.5956897287335,0.08746061930216675,0,-3,0,2.598739682539682,0.09444011548913046,-0.7487589147286824,8,53,0,1,12,-5.079999999999984,0.0,0,8,10,1,0,84,30.464769228336763
Natan Levy,Genaro Valdez,0.5209932048975543,0.4790067951024457,2022-12-03,"Orlando, Florida, USA",USA,1,0,Lightweight,MALE,3,1,0,0,4.08,0.15,0.13333333333333333,0.385,0.088,1,3,0,0,1,Orthodox,175.26,182.88,155,0,1,0,1.2333333333333334,0.14857142857142858,0.125,1.1177777777777778,0.11599999999999999,1,9,0,1,2,Southpaw,175.26,180.34,155,31,30,DEC,3.0,5:00,900.0,1,0,0,1,0,0,217,315,1498.7218509478162,1484.1256970557552,0.04198640979510859,-1,1,0,-2.8466666666666667,-0.008333333333333331,0.7327777777777778,0,6,0,1,1,0.0,-2.539999999999992,0,1,1,-1,0,-98,14.596153892061011
Marcelo Rojo,Francis Marshall,0.45634634241242744,0.5436536575875726,2022-12-03,"Orlando, Florida, USA",USA,0,0,Featherweight,MALE,3,0,1,0,13.5,0.446,0.4,1.0,0.34,0,3,0,0,1,Orthodox,175.26,182.88,145,2,0,0,1.67,0.10714285714285714,0.0,0.16555555555555557,0.1,2,6,0,0,0,Orthodox,172.72,180.34,145,34,23,KO/TKO,2.0,1:14,374.0,0,0,1,0,0,1,294,60,1469.5889039268507,1500.0,-0.08730731517514512,2,-1,0,-11.83,-0.4,-0.8344444444444444,2,3,0,0,-1,-2.539999999999992,-2.539999999999992,0,11,-1,0,-1,234,-30.411096073149338
Yazmin Jauregui,Istela Nunes,0.5704851402947339,0.42951485970526615,2022-12-03,"Orlando, Florida, USA",USA,1,0,Women's Strawweight,FEMALE,3,2,0,0,1.6733333333333331,0.1285714285714286,0.0,0.0,0.0,2,6,0,0,0,Orthodox,162.56,167.64,115,0,1,0,6.26,0.19,0.0,0.0,0.0,0,3,0,0,1,Orthodox,160.02,162.56,115,23,30,KO/TKO,2.0,4:06,546.0,1,0,0,0,0,0,112,231,1516.0,1466.6935427478577,0.1409702805894677,-2,1,0,4.586666666666667,0.0,0.0,-2,-3,0,0,1,-2.539999999999992,-5.079999999999984,0,-7,1,0,0,-119,49.30645725214231
Kennedy Nzechukwu,Ion Cutelaba,0.5486320364817844,0.4513679635182156,2022-11-19,"Las Vegas, Nevada, USA",USA,1,0,Light Heavyweight,MALE,5,2,0,1,4.7435125000000005,0.08040350877192982,0.003448275862068966,0.4422313559322034,0.08065000000000001,7,24,0,0,5,Southpaw,185.42,190.5,205,0,1,0,1.5393548387096776,0.09656250000000001,0.024242424242424242,0.0774014705882353,0.04722857142857143,3,22,0,0,6,Southpaw,195.58,210.82,205,30,28,KO/TKO,2.0,1:02,362.0,2,4,2,3,0,0,133,70,1514.4934687829968,1480.5932956768022,0.09726407296356876,-2,1,-1,-3.204157661290323,0.020794148380355277,-0.3648298853439681,-4,-2,0,0,1,10.160000000000025,20.319999999999993,0,2,0,1,0,63,33.90017310619464
